Filename	**REDACTED**
Instrument name	HR20 **REDACTED**
Operator	**REDACTED**
rundate	**REDACTED**
Sample name	**REDACTED**
Geometry name	8 mm parallel plate, ETC Stainless steel, Disposable
Procedure name	Options
	Sample
	Options
	Time sweep
	Stress relaxation
	Time sweep
	Stress relaxation
	Time sweep
	Stress relaxation
	Time sweep
	Stress relaxation
	End of test
proceduresegments	Time sweep#Stress relaxation#Time sweep#Stress relaxation#Time sweep#Stress relaxation#Time sweep#Stress relaxation#End of test
[step]
Time sweep - 1
Storage modulus	Loss modulus	Tan(delta)	Angular frequency	Oscillation torque	Step time	Temperature	Raw phase	Oscillation displacement
MPa	MPa		rad/s	µN.m	min	°C	°	rad
15082,3	0,0377364	0,03	110,00	0,932906	750,516	0,745947	0,150027	0,0371192	8,87470e13	-2,04514e-5	20,1122	352,64	-3,83727e-6	-7,33578e9
15080,9	0,0377365	0,03	110,00	0,913686	750,516	0,745872	0,150012	0,0363544	3,47785e16	1,02241e-6	20,1123	352,64	1,91833e-7	1,46725e11
15079,5	0,0377365	0,04	110,00	0,910269	750,516	0,745803	0,149998	0,0362185	5,12394e14	8,40742e-6	20,1123	352,64	1,57748e-6	1,78412e10
15078,7	0,0377364	0,04	110,00	0,918952	750,516	0,745765	0,149990	0,0365640	4,81676e13	-2,75517e-5	20,1123	352,64	-5,16950e-6	-5,44395e9
15078,2	0,0377364	0,04	110,00	0,913686	750,516	0,745742	0,149986	0,0363544	2,74283e14	-1,15127e-5	20,1123	352,64	-2,16012e-6	-1,30278e10
15076,8	0,0377365	0,04	110,00	0,922466	750,516	0,745672	0,149972	0,0367038	1,77786e15	-4,54366e-6	20,1123	352,64	-8,52522e-7	-3,30068e10
15076,4	0,0377364	0,04	110,00	0,919754	750,516	0,745651	0,149967	0,0365958	1,11170e14	-1,81435e-5	20,1123	352,64	-3,40425e-6	-8,26562e9
15075,7	0,0377364	0,04	110,00	0,929673	750,496	0,745600	0,149961	0,0369905	1,26184e14	-1,71216e-5	20,1128	352,64	-3,21241e-6	-8,75861e9
15074,1	0,0377365	0,04	110,00	0,919237	750,496	0,745517	0,149945	0,0365753	1,50958e14	1,55656e-5	20,1128	352,64	2,92048e-6	9,63309e9
15073,5	0,0377364	0,04	110,00	0,916089	750,496	0,745491	0,149939	0,0364500	8,80608e13	-2,03450e-5	20,1128	352,64	-3,81721e-6	-7,36983e9
15072,4	0,0377365	0,04	110,00	0,923060	750,496	0,745435	0,149928	0,0367274	2,45445e15	-3,86828e-6	20,1128	352,64	-7,25782e-7	-3,87583e10
15072,3	0,0377364	0,04	110,00	0,932280	750,496	0,745430	0,149927	0,0370942	8,48216e13	-2,09122e-5	20,1128	352,64	-3,92363e-6	-7,16933e9
15071,1	0,0377365	0,04	110,00	0,923837	750,496	0,745371	0,149915	0,0367583	2,91193e14	-1,12354e-5	20,1128	352,64	-2,10802e-6	-1,33431e10
15070,8	0,0377364	0,04	110,00	0,913360	750,516	0,745377	0,149912	0,0363414	3,18655e14	-1,06793e-5	20,1123	352,64	-2,00374e-6	-1,40377e10
15069,6	0,0377365	0,04	110,00	0,914145	750,516	0,745314	0,149900	0,0363727	4,19415e14	-9,31249e-6	20,1123	352,65	-1,74729e-6	-1,60966e10
15069,0	0,0377364	0,04	110,00	0,914109	750,516	0,745289	0,149895	0,0363712	7,81989e14	-6,81991e-6	20,1123	352,65	-1,27961e-6	-2,19790e10
15067,9	0,0377365	0,04	110,00	0,917358	750,516	0,745229	0,149883	0,0365005	3,58673e14	-1,00879e-5	20,1123	352,65	-1,89278e-6	-1,48577e10
15066,8	0,0377364	0,04	110,00	0,916008	750,516	0,745179	0,149872	0,0364468	1,48122e14	-1,56863e-5	20,1123	352,65	-2,94319e-6	-9,55438e9
15065,3	0,0377365	0,04	110,00	0,924719	750,520	0,745106	0,149857	0,0367934	8,05667e14	-6,75783e-6	20,1122	352,65	-1,26797e-6	-2,21753e10
15063,5	0,0377365	0,05	110,00	0,911140	750,520	0,745017	0,149839	0,0362531	5,88859e14	-7,84634e-6	20,1122	352,65	-1,47221e-6	-1,90967e10
15061,4	0,0377365	0,05	110,00	0,913588	750,520	0,744911	0,149818	0,0363505	2,39472e14	-1,23205e-5	20,1122	352,65	-2,31169e-6	-1,21601e10
15059,5	0,0377365	0,05	110,00	0,903014	750,516	0,744817	0,149800	0,0359298	1,42860e15	-5,01501e-6	20,1123	352,65	-9,40962e-7	-2,98703e10
15058,3	0,0377364	0,05	110,00	0,917716	750,516	0,744755	0,149787	0,0365148	2,03996e14	-1,33790e-5	20,1123	352,65	-2,51028e-6	-1,11957e10
15057,1	0,0377364	0,05	110,00	0,915865	750,516	0,744700	0,149776	0,0364411	2,67213e14	-1,16780e-5	20,1123	352,65	-2,19112e-6	-1,28255e10
15054,8	0,0377365	0,05	110,00	0,916760	750,500	0,744566	0,149752	0,0364767	5,82978e14	-7,91010e-6	20,1127	352,65	-1,48413e-6	-1,89318e10
15053,4	0,0377364	0,05	110,00	0,914808	750,500	0,744501	0,149739	0,0363991	6,35803e14	-7,56630e-6	20,1127	352,66	-1,41963e-6	-1,97903e10
15051,6	0,0377365	0,05	110,00	0,922182	750,500	0,744412	0,149721	0,0366924	2,50213e14	-1,21097e-5	20,1127	352,66	-2,27208e-6	-1,23637e10
15050,3	0,0377365	0,05	110,00	0,902912	750,523	0,744371	0,149708	0,0359257	1,55121e15	-4,81246e-6	20,1121	352,66	-9,02966e-7	-3,11085e10
15049,0	0,0377364	0,06	110,00	0,918599	750,523	0,744303	0,149695	0,0365499	1,99058e14	-1,35504e-5	20,1121	352,66	-2,54248e-6	-1,10472e10
15047,3	0,0377364	0,06	110,00	0,911026	750,523	0,744221	0,149678	0,0362486	1,69201e14	-1,46367e-5	20,1121	352,66	-2,74630e-6	-1,02262e10
15046,9	0,0377364	0,06	110,00	0,925077	750,496	0,744177	0,149675	0,0368077	2,88052e14	-1,13040e-5	20,1128	352,66	-2,12091e-6	-1,32408e10
15046,0	0,0377364	0,06	110,00	0,912730	750,496	0,744132	0,149666	0,0363164	3,80099e14	-9,77468e-6	20,1128	352,66	-1,83396e-6	-1,53116e10
15044,6	0,0377365	0,06	110,00	0,920494	750,496	0,744062	0,149652	0,0366253	1,24194e15	-5,43051e-6	20,1128	352,66	-1,01889e-6	-2,75576e10
15042,6	0,0377365	0,06	110,00	0,932056	750,500	0,743964	0,149631	0,0370853	2,32674e14	-1,26249e-5	20,1127	352,66	-2,36874e-6	-1,18521e10
15041,8	0,0377364	0,06	110,00	0,943066	750,500	0,743928	0,149624	0,0375234	3,84413e14	-9,87989e-6	20,1127	352,67	-1,85371e-6	-1,51443e10
15039,2	0,0377365	0,06	110,00	0,935456	750,500	0,743796	0,149598	0,0372206	1,68610e15	-4,69840e-6	20,1127	352,67	-8,81537e-7	-3,18401e10
15038,5	0,0377364	0,06	110,00	0,941410	750,480	0,743745	0,149591	0,0374575	1,88363e14	-1,41017e-5	20,1132	352,67	-2,64577e-6	-1,06080e10
15036,7	0,0377365	0,07	110,00	0,946706	750,480	0,743656	0,149573	0,0376682	2,15650e15	-4,17939e-6	20,1132	352,67	-7,84138e-7	-3,57883e10
15035,2	0,0377364	0,07	110,00	0,937962	750,480	0,743582	0,149558	0,0373203	9,38343e13	-1,99431e-5	20,1132	352,67	-3,74172e-6	-7,49926e9
15033,8	0,0377365	0,07	110,00	0,936697	750,500	0,743532	0,149544	0,0372700	1,97350e16	1,37423e-6	20,1127	352,67	2,57841e-7	1,08820e11
15032,5	0,0377364	0,07	110,00	0,944859	750,500	0,743465	0,149531	0,0375948	9,02625e13	-2,04084e-5	20,1127	352,67	-3,82913e-6	-7,32691e9
15030,0	0,0377365	0,07	110,00	0,947930	750,500	0,743339	0,149506	0,0377169	2,43849e17	3,93286e-7	20,1127	352,67	7,37902e-8	3,80146e11
15028,8	0,0377364	0,07	110,00	0,939052	750,500	0,743281	0,149494	0,0373637	1,37752e14	-1,64693e-5	20,1127	352,67	-3,09006e-6	-9,07711e9
15026,9	0,0377365	0,07	110,00	0,948211	750,500	0,743191	0,149476	0,0377281	5,61529e14	-8,19684e-6	20,1127	352,68	-1,53793e-6	-1,82358e10
15025,1	0,0377365	0,07	110,00	0,935725	750,500	0,743098	0,149457	0,0372313	3,22991e14	-1,07364e-5	20,1127	352,68	-2,01442e-6	-1,39206e10
15023,6	0,0377364	0,07	110,00	0,937600	750,508	0,743035	0,149443	0,0373059	1,19261e14	-1,76864e-5	20,1125	352,68	-3,31845e-6	-8,44958e9
15022,7	0,0377364	0,08	110,00	0,940268	750,508	0,742989	0,149434	0,0374121	2,99377e14	-1,11788e-5	20,1125	352,68	-2,09745e-6	-1,33675e10
15020,8	0,0377365	0,08	110,00	0,942151	750,508	0,742894	0,149414	0,0374870	1,96110e15	-4,37211e-6	20,1125	352,68	-8,20325e-7	-3,41745e10
15019,6	0,0377364	0,08	110,00	0,953974	750,508	0,742837	0,149403	0,0379574	1,16156e16	-1,80770e-6	20,1125	352,68	-3,39173e-7	-8,26481e10
15017,8	0,0377365	0,08	110,00	0,927208	750,484	0,742724	0,149385	0,0368925	1,52668e14	-1,55452e-5	20,1131	352,68	-2,91660e-6	-9,60974e9
15015,9	0,0377365	0,08	110,00	0,941268	750,484	0,742629	0,149366	0,0374519	1,76566e14	-1,45641e-5	20,1131	352,68	-2,73253e-6	-1,02558e10
15014,7	0,0377364	0,08	110,00	0,965304	750,484	0,742569	0,149354	0,0384082	3,86945e14	-9,96294e-6	20,1131	352,68	-1,86926e-6	-1,49909e10
15012,0	0,0377365	0,08	110,00	0,959204	750,504	0,742456	0,149327	0,0381655	1,05382e15	-6,01799e-6	20,1126	352,69	-1,12913e-6	-2,48135e10
15010,5	0,0377364	0,08	110,00	0,944046	750,504	0,742381	0,149312	0,0375624	1,11718e14	-1,83364e-5	20,1126	352,69	-3,44039e-6	-8,14292e9
15009,2	0,0377364	0,08	110,00	0,942102	750,504	0,742316	0,149299	0,0374850	9,01233e14	-6,44927e-6	20,1126	352,69	-1,21005e-6	-2,31498e10
15006,7	0,0377365	0,09	110,00	0,927916	750,508	0,742200	0,149275	0,0369206	1,13599e14	-1,80280e-5	20,1125	352,69	-3,38253e-6	-8,28018e9
15005,1	0,0377365	0,09	110,00	0,913612	750,508	0,742119	0,149259	0,0363515	5,41724e15	-2,59043e-6	20,1125	352,69	-4,86034e-7	-5,76193e10
15002,8	0,0377365	0,09	110,00	0,920148	750,527	0,742025	0,149236	0,0366115	4,99423e14	-8,56199e-6	20,1120	352,69	-1,60650e-6	-1,74301e10
14999,6	0,0377364	0,09	110,00	0,915243	750,527	0,741867	0,149204	0,0364164	3,44319e14	-1,02841e-5	20,1120	352,69	-1,92963e-6	-1,45082e10
14996,6	0,0377364	0,09	110,00	0,919530	750,508	0,741696	0,149173	0,0365869	2,52805e14	-1,20301e-5	20,1125	352,70	-2,25717e-6	-1,24000e10
14993,6	0,0377364	0,09	110,00	0,917891	750,508	0,741550	0,149144	0,0365217	2,55486e14	-1,19562e-5	20,1125	352,70	-2,24330e-6	-1,24743e10
14991,2	0,0377364	0,10	110,00	0,925720	750,508	0,741431	0,149120	0,0368332	3,29701e14	-1,05696e-5	20,1125	352,70	-1,98315e-6	-1,41084e10
14988,4	0,0377364	0,10	110,00	0,931609	750,531	0,741317	0,149093	0,0370675	1,28181e15	-5,37756e-6	20,1119	352,70	-1,00901e-6	-2,77249e10
14985,6	0,0377365	0,10	110,00	0,935147	750,520	0,741164	0,149064	0,0372083	4,12159e14	-9,50141e-6	20,1122	352,70	-1,78275e-6	-1,56886e10
14982,5	0,0377364	0,10	110,00	0,982496	750,520	0,741010	0,149033	0,0390923	2,60312e14	-1,22546e-5	20,1122	352,71	-2,29932e-6	-1,21614e10
14979,8	0,0377364	0,11	110,00	0,983675	750,480	0,740838	0,149006	0,0391392	3,04156e14	-1,13438e-5	20,1132	352,71	-2,12832e-6	-1,31355e10
14977,0	0,0377364	0,11	110,00	0,987832	750,484	0,740707	0,148979	0,0393046	2,68467e14	-1,20997e-5	20,1131	352,71	-2,27017e-6	-1,23126e10
14973,9	0,0377365	0,11	110,00	0,983577	750,484	0,740551	0,148948	0,0391353	6,77875e14	-7,59818e-6	20,1131	352,71	-1,42558e-6	-1,96031e10
14970,7	0,0377365	0,11	110,00	0,991370	750,477	0,740387	0,148917	0,0394454	6,88390e14	-7,56974e-6	20,1133	352,72	-1,42023e-6	-1,96726e10
14967,1	0,0377364	0,11	110,00	0,977497	750,484	0,740218	0,148881	0,0388934	2,28316e14	-1,30518e-5	20,1131	352,72	-2,44879e-6	-1,14069e10
14964,5	0,0377365	0,12	110,00	0,984684	750,484	0,740086	0,148854	0,0391793	4,27725e14	-9,57075e-6	20,1131	352,72	-1,79567e-6	-1,55531e10
14961,8	0,0377364	0,12	110,00	0,981336	750,480	0,739951	0,148828	0,0390461	6,61803e14	-7,68112e-6	20,1132	352,72	-1,44113e-6	-1,93758e10
14958,9	0,0377364	0,12	110,00	0,992439	750,480	0,739806	0,148799	0,0394879	1,58698e14	-1,57742e-5	20,1132	352,72	-2,95955e-6	-9,43305e9
14956,3	0,0377364	0,12	110,00	0,986095	750,477	0,739672	0,148773	0,0392355	1,13629e15	-5,87617e-6	20,1133	352,73	-1,10248e-6	-2,53179e10
14953,9	0,0377364	0,12	110,00	0,998670	750,477	0,739554	0,148749	0,0397358	2,86070e14	-1,17857e-5	20,1133	352,73	-2,21122e-6	-1,26211e10
14951,0	0,0377365	0,13	110,00	1,00535	750,477	0,739412	0,148720	0,0400015	8,28717e14	-6,94760e-6	20,1133	352,73	-1,30350e-6	-2,14060e10
14947,4	0,0377364	0,13	110,00	0,960940	750,469	0,739224	0,148684	0,0382346	1,92982e14	-1,40757e-5	20,1135	352,73	-2,64084e-6	-1,05632e10
14944,4	0,0377365	0,13	110,00	0,950883	750,508	0,739114	0,148654	0,0378344	1,04187e15	-6,02610e-6	20,1125	352,74	-1,13066e-6	-2,46684e10
14941,2	0,0377364	0,13	110,00	0,962644	750,508	0,738959	0,148623	0,0383024	1,92476e14	-1,41067e-5	20,1125	352,74	-2,64679e-6	-1,05357e10
14938,0	0,0377365	0,14	110,00	0,965817	750,508	0,738798	0,148591	0,0384286	5,54122e14	-8,32769e-6	20,1125	352,74	-1,56250e-6	-1,78430e10
14934,7	0,0377365	0,14	110,00	0,967167	750,508	0,738638	0,148558	0,0384824	2,60128e14	-1,21629e-5	20,1125	352,74	-2,28209e-6	-1,22141e10
14932,3	0,0377364	0,14	110,00	0,983272	750,508	0,738520	0,148535	0,0391232	3,85341e14	-1,00761e-5	20,1125	352,74	-1,89056e-6	-1,47412e10
14929,6	0,0377364	0,14	110,00	0,981735	750,484	0,738361	0,148507	0,0390620	6,21930e14	-7,92513e-6	20,1131	352,75	-1,48692e-6	-1,87388e10
14926,9	0,0377364	0,14	110,00	0,994095	750,500	0,738245	0,148481	0,0395538	2,32631e14	-1,30395e-5	20,1127	352,75	-2,44653e-6	-1,13870e10
14924,7	0,0377364	0,15	110,00	0,989841	750,500	0,738133	0,148458	0,0393845	5,60495e14	-8,38256e-6	20,1127	352,75	-1,57278e-6	-1,77104e10
14922,0	0,0377364	0,15	110,00	1,01229	750,488	0,737989	0,148432	0,0402778	3,04307e14	-1,15047e-5	20,1130	352,75	-2,15854e-6	-1,29018e10
14919,1	0,0377364	0,15	110,00	1,01076	750,496	0,737853	0,148403	0,0402169	3,04668e14	-1,14892e-5	20,1128	352,75	-2,15566e-6	-1,29167e10
14916,8	0,0377364	0,15	110,00	1,02217	750,496	0,737742	0,148381	0,0406710	5,81163e14	-8,36552e-6	20,1128	352,76	-1,56957e-6	-1,77371e10
14914,4	0,0377364	0,16	110,00	1,00941	750,496	0,737622	0,148357	0,0401630	1,67201e15	-4,90111e-6	20,1128	352,76	-9,19566e-7	-3,02700e10
14911,5	0,0377364	0,16	110,00	1,02085	750,492	0,737473	0,148327	0,0406182	1,85456e14	-1,47993e-5	20,1129	352,76	-2,77668e-6	-1,00226e10
14909,0	0,0377364	0,16	110,00	1,00830	750,492	0,737349	0,148302	0,0401189	2,34100e14	-1,30910e-5	20,1129	352,76	-2,45618e-6	-1,13285e10
14905,8	0,0377365	0,16	110,00	1,01747	750,488	0,737188	0,148271	0,0404838	4,51678e14	-9,46729e-6	20,1130	352,77	-1,77627e-6	-1,56614e10
14901,8	0,0377365	0,16	110,00	1,01371	750,488	0,736992	0,148231	0,0403341	6,45612e14	-7,90406e-6	20,1130	352,77	-1,48298e-6	-1,87538e10
14899,3	0,0377364	0,17	110,00	1,01703	750,508	0,736888	0,148206	0,0404664	2,37109e14	-1,30639e-5	20,1125	352,77	-2,45114e-6	-1,13447e10
14896,5	0,0377365	0,17	110,00	1,01675	750,488	0,736726	0,148178	0,0404553	1,57862e15	-5,06231e-6	20,1130	352,77	-9,49801e-7	-2,92708e10
14894,4	0,0377364	0,17	110,00	1,03833	750,488	0,736626	0,148158	0,0413137	3,49456e14	-1,08730e-5	20,1130	352,77	-2,04002e-6	-1,36261e10
14891,7	0,0377364	0,17	110,00	1,03447	750,504	0,736504	0,148130	0,0411603	5,96139e14	-8,30932e-6	20,1126	352,78	-1,55904e-6	-1,78270e10
14888,0	0,0377364	0,18	110,00	1,03271	750,500	0,736321	0,148094	0,0410903	3,37174e14	-1,10393e-5	20,1127	352,78	-2,07125e-6	-1,34151e10
14882,8	0,0377364	0,18	110,00	1,04238	750,492	0,736056	0,148042	0,0414751	5,35041e14	-8,80440e-6	20,1129	352,78	-1,65191e-6	-1,68146e10
14877,8	0,0377364	0,19	110,00	1,04298	750,477	0,735793	0,147992	0,0414990	2,90182e14	-1,19587e-5	20,1133	352,79	-2,24368e-6	-1,23753e10
14872,9	0,0377364	0,19	110,00	1,04383	750,484	0,735559	0,147944	0,0415329	3,97172e14	-1,02260e-5	20,1131	352,79	-1,91862e-6	-1,44674e10
14867,9	0,0377364	0,19	110,00	1,05124	750,484	0,735310	0,147894	0,0418274	5,10497e14	-9,05177e-6	20,1131	352,80	-1,69830e-6	-1,63387e10
14862,3	0,0377364	0,20	110,00	1,06423	750,473	0,735021	0,147838	0,0423444	3,07242e14	-1,17397e-5	20,1134	352,80	-2,20258e-6	-1,25930e10
14857,1	0,0377364	0,20	110,00	1,06695	750,492	0,734785	0,147787	0,0424526	3,62576e14	-1,08206e-5	20,1129	352,81	-2,03020e-6	-1,36578e10
14852,6	0,0377364	0,21	110,00	1,06421	750,469	0,734536	0,147741	0,0423434	4,70907e14	-9,48256e-6	20,1135	352,81	-1,77909e-6	-1,55803e10
14847,5	0,0377364	0,21	110,00	1,03071	750,523	0,734338	0,147691	0,0410107	4,42640e14	-9,62550e-6	20,1121	352,81	-1,80604e-6	-1,53437e10
14842,4	0,0377364	0,22	110,00	1,01818	750,520	0,734084	0,147640	0,0405121	3,29748e14	-1,10841e-5	20,1122	352,82	-2,07971e-6	-1,33200e10
14837,6	0,0377364	0,22	110,00	1,02341	750,512	0,733836	0,147592	0,0407202	3,89126e14	-1,02296e-5	20,1124	352,82	-1,91936e-6	-1,44279e10
14832,8	0,0377364	0,22	110,00	1,03217	750,504	0,733594	0,147545	0,0410687	4,94646e14	-9,11189e-6	20,1126	352,83	-1,70963e-6	-1,61926e10
14827,9	0,0377364	0,23	110,00	1,04364	750,496	0,733344	0,147496	0,0415251	4,94604e14	-9,16276e-6	20,1128	352,83	-1,71915e-6	-1,60973e10
14822,8	0,0377364	0,23	110,00	1,06435	750,492	0,733086	0,147445	0,0423492	3,11450e14	-1,16608e-5	20,1129	352,84	-2,18784e-6	-1,26445e10
14818,0	0,0377364	0,24	110,00	1,06139	750,465	0,732825	0,147398	0,0422314	4,65432e14	-9,52554e-6	20,1136	352,84	-1,78715e-6	-1,54740e10
14813,3	0,0377364	0,24	110,00	1,06484	750,477	0,732601	0,147350	0,0423685	4,41487e14	-9,79631e-6	20,1133	352,85	-1,83798e-6	-1,50414e10
14808,0	0,0377364	0,25	110,00	1,02640	750,492	0,732355	0,147298	0,0408391	3,76845e14	-1,04102e-5	20,1129	352,85	-1,95318e-6	-1,41494e10
14803,0	0,0377364	0,25	110,00	1,04429	750,508	0,732124	0,147248	0,0415508	4,17047e14	-9,98154e-6	20,1125	352,85	-1,87281e-6	-1,47521e10
14798,5	0,0377364	0,25	110,00	1,03343	750,496	0,731890	0,147204	0,0411187	3,01367e14	-1,16808e-5	20,1128	352,86	-2,19160e-6	-1,26022e10
14793,6	0,0377364	0,26	110,00	1,04804	750,512	0,731661	0,147154	0,0417003	3,82771e14	-1,04376e-5	20,1124	352,86	-1,95838e-6	-1,40985e10
14789,4	0,0377364	0,26	110,00	1,05298	750,465	0,731410	0,147113	0,0418968	5,03125e14	-9,12541e-6	20,1136	352,87	-1,71207e-6	-1,61213e10
14784,7	0,0377364	0,27	110,00	1,04717	750,477	0,731186	0,147066	0,0416654	5,59548e14	-8,62917e-6	20,1133	352,87	-1,61900e-6	-1,70429e10
14780,0	0,0377364	0,27	110,00	1,07243	750,477	0,730955	0,147019	0,0426705	3,32431e14	-1,13296e-5	20,1133	352,88	-2,12564e-6	-1,29766e10
14775,1	0,0377364	0,28	110,00	1,04980	750,488	0,730726	0,146971	0,0417702	4,31639e14	-9,83723e-6	20,1130	352,88	-1,84568e-6	-1,49403e10
14769,0	0,0377364	0,28	110,00	1,04605	750,484	0,730417	0,146910	0,0416210	3,18529e14	-1,14309e-5	20,1131	352,88	-2,14468e-6	-1,28519e10
14764,1	0,0377364	0,29	110,00	1,05981	750,480	0,730173	0,146861	0,0421683	7,06098e14	-7,72789e-6	20,1132	352,89	-1,44991e-6	-1,90041e10
14759,3	0,0377364	0,29	110,00	1,07732	750,480	0,729935	0,146813	0,0428651	3,82788e14	-1,05821e-5	20,1132	352,89	-1,98542e-6	-1,38737e10
14754,4	0,0377364	0,29	110,00	1,02112	750,469	0,729682	0,146765	0,0406292	4,36794e14	-9,64453e-6	20,1135	352,90	-1,80948e-6	-1,52174e10
14748,9	0,0377364	0,30	110,00	1,00008	750,496	0,729438	0,146710	0,0397920	3,04573e14	-1,14301e-5	20,1128	352,90	-2,14457e-6	-1,28354e10
14744,1	0,0377364	0,30	110,00	1,01665	750,496	0,729198	0,146662	0,0404514	3,69537e14	-1,04626e-5	20,1128	352,91	-1,96303e-6	-1,40178e10
14739,2	0,0377364	0,31	110,00	1,02234	750,508	0,728967	0,146613	0,0406778	4,07496e14	-9,99118e-6	20,1125	352,91	-1,87461e-6	-1,46743e10
14734,2	0,0377364	0,31	110,00	1,03091	750,496	0,728712	0,146564	0,0410187	3,84123e14	-1,03337e-5	20,1128	352,92	-1,93885e-6	-1,41831e10
14729,6	0,0377364	0,32	110,00	1,05575	750,473	0,728457	0,146518	0,0420072	3,84532e14	-1,04519e-5	20,1134	352,92	-1,96097e-6	-1,40183e10
14725,1	0,0377364	0,32	110,00	1,06775	750,484	0,728247	0,146473	0,0424844	5,22182e14	-9,01994e-6	20,1131	352,92	-1,69233e-6	-1,62388e10
14720,1	0,0377364	0,32	110,00	1,08097	750,473	0,727991	0,146424	0,0430104	3,78649e14	-1,06578e-5	20,1134	352,93	-1,99960e-6	-1,37386e10
14715,7	0,0377364	0,33	110,00	1,04337	750,508	0,727805	0,146380	0,0415142	4,11291e14	-1,00467e-5	20,1125	352,93	-1,88503e-6	-1,45699e10
14711,3	0,0377364	0,33	110,00	1,03747	750,496	0,727576	0,146336	0,0412794	3,16185e14	-1,14261e-5	20,1128	352,94	-2,14380e-6	-1,28072e10
14707,3	0,0377364	0,34	110,00	1,03782	750,504	0,727385	0,146296	0,0412934	5,62852e14	-8,56530e-6	20,1126	352,94	-1,60707e-6	-1,70801e10
14702,5	0,0377364	0,34	110,00	1,03602	750,496	0,727141	0,146248	0,0412220	4,17657e14	-9,93470e-6	20,1128	352,95	-1,86399e-6	-1,47210e10
14697,8	0,0377364	0,35	110,00	1,03605	750,469	0,726883	0,146202	0,0412230	4,20323e14	-9,90325e-6	20,1135	352,95	-1,85802e-6	-1,47630e10
14691,0	0,0377364	0,35	110,00	1,05381	750,469	0,726545	0,146134	0,0419298	4,25209e14	-9,93025e-6	20,1135	352,96	-1,86309e-6	-1,47160e10
14682,0	0,0377364	0,36	110,00	0,987693	750,453	0,726084	0,146044	0,0392991	3,25811e14	-1,09827e-5	20,1139	352,97	-2,06050e-6	-1,32977e10
14671,9	0,0377364	0,37	110,01	1,04165	750,473	0,725605	0,145944	0,0414460	4,52386e14	-9,57164e-6	20,1134	352,97	-1,79581e-6	-1,52475e10
14662,9	0,0377364	0,38	110,00	1,05822	750,496	0,725183	0,145855	0,0421051	3,99432e14	-1,02670e-5	20,1128	352,98	-1,92634e-6	-1,42061e10
14653,7	0,0377364	0,39	110,01	1,06375	750,449	0,724684	0,145763	0,0423253	4,92520e14	-9,27017e-6	20,1141	352,99	-1,73920e-6	-1,57239e10
14644,8	0,0377364	0,40	110,00	0,994583	750,496	0,724286	0,145674	0,0395732	3,44148e14	-1,07233e-5	20,1128	353,00	-2,01195e-6	-1,35848e10
14635,6	0,0377364	0,41	110,01	1,00427	750,504	0,723843	0,145583	0,0399587	3,32517e14	-1,09622e-5	20,1126	353,01	-2,05680e-6	-1,32805e10
14626,9	0,0377364	0,41	110,01	1,00800	750,477	0,723383	0,145496	0,0401069	4,56387e14	-9,37439e-6	20,1133	353,02	-1,75881e-6	-1,55206e10
14618,3	0,0377364	0,42	110,00	1,00683	750,500	0,722979	0,145410	0,0400606	4,07006e14	-9,92107e-6	20,1127	353,03	-1,86144e-6	-1,46567e10
14609,2	0,0377364	0,43	110,00	1,01269	750,480	0,722511	0,145320	0,0402935	3,69053e14	-1,04490e-5	20,1132	353,04	-1,96044e-6	-1,39076e10
14599,9	0,0377364	0,44	110,01	1,01488	750,477	0,722050	0,145228	0,0403808	3,98541e14	-1,00659e-5	20,1133	353,04	-1,88855e-6	-1,44278e10
14590,7	0,0377364	0,45	110,00	1,04986	750,469	0,721585	0,145136	0,0417725	3,56735e14	-1,08211e-5	20,1135	353,05	-2,03023e-6	-1,34123e10
14581,2	0,0377364	0,46	110,00	0,959069	750,527	0,721174	0,145042	0,0381602	3,91893e14	-9,86783e-6	20,1120	353,06	-1,85152e-6	-1,46985e10
14572,1	0,0377364	0,47	110,00	1,03330	750,469	0,720665	0,144951	0,0411139	4,26435e14	-9,81901e-6	20,1135	353,07	-1,84222e-6	-1,47623e10
14562,8	0,0377364	0,48	110,00	1,04839	750,457	0,720193	0,144859	0,0417139	4,20543e14	-9,95945e-6	20,1138	353,08	-1,86854e-6	-1,45448e10
14554,7	0,0377364	0,48	110,00	0,966577	750,508	0,719845	0,144779	0,0384589	3,67390e14	-1,02314e-5	20,1125	353,09	-1,91968e-6	-1,41504e10
14546,4	0,0377364	0,49	110,00	0,979584	750,520	0,719443	0,144696	0,0389764	3,88958e14	-1,00104e-5	20,1122	353,10	-1,87824e-6	-1,44546e10
14536,9	0,0377364	0,50	110,00	0,991736	750,480	0,718935	0,144601	0,0394599	3,80052e14	-1,01896e-5	20,1132	353,11	-1,91177e-6	-1,41911e10
14528,0	0,0377364	0,51	110,00	0,989202	750,496	0,718514	0,144513	0,0393591	4,00435e14	-9,91418e-6	20,1128	353,11	-1,86014e-6	-1,45764e10
14519,6	0,0377364	0,52	110,00	1,00263	750,477	0,718079	0,144430	0,0398933	3,88214e14	-1,01371e-5	20,1133	353,12	-1,90192e-6	-1,42476e10
14510,8	0,0377364	0,53	110,00	0,872979	750,531	0,717695	0,144342	0,0347347	3,88979e14	-9,44972e-6	20,1119	353,13	-1,77308e-6	-1,52747e10
