Filename	**REDACTED**
Instrument name	HR20 **REDACTED**
Operator	**REDACTED**
rundate	**REDACTED**
Sample name	**REDACTED**
Geometry name	8 mm parallel plate, ETC Stainless steel, Disposable
Procedure name	Options
	Sample
	Options
	Time sweep
	Stress relaxation
	Time sweep
	Stress relaxation
	Time sweep
	Stress relaxation
	Time sweep
	Stress relaxation
	End of test
proceduresegments	Time sweep#Stress relaxation#Time sweep#Stress relaxation#Time sweep#Stress relaxation#Time sweep#Stress relaxation#End of test
[step]
Time sweep - 1
Storage modulus	Loss modulus	Tan(delta)	Angular frequency	Oscillation torque	Step time	Temperature	Raw phase	Oscillation displacement
MPa	MPa		rad/s	µN.m	min	°C	°	rad
11140,3	0,0197935	0,02	1,09360	150,00	0,930255	781,344
11136,8	0,0197936	0,02	1,09324	150,00	0,928282	781,344
11135,0	0,0197935	0,02	1,09308	150,00	0,929616	781,344
11130,6	0,0197936	0,02	1,09264	150,00	0,930181	781,344
11128,3	0,0197936	0,02	1,09242	150,00	0,926680	781,344
11124,1	0,0197936	0,02	1,09200	150,00	0,919969	781,344
11121,4	0,0197936	0,02	1,09176	150,00	0,932044	781,363
11118,6	0,0197935	0,02	1,09149	150,00	0,914991	781,363
11115,3	0,0197935	0,02	1,09116	150,00	0,931572	781,363
11113,0	0,0197935	0,02	1,09094	150,00	0,936127	781,363
11109,0	0,0197936	0,02	1,09054	150,00	0,930572	781,363
11107,1	0,0197935	0,02	1,09036	150,00	0,921572	781,363
11103,8	0,0197935	0,02	1,09004	150,00	0,934537	781,363
11101,2	0,0197935	0,02	1,08978	150,00	0,918269	781,363
11098,6	0,0197935	0,02	1,08953	150,00	0,927070	781,363
11094,5	0,0197936	0,02	1,08912	150,00	0,917509	781,363
11093,3	0,0197934	0,02	1,08901	150,00	0,935399	781,363
11089,5	0,0197935	0,02	1,08863	150,00	0,928579	781,363
11085,7	0,0197937	0,02	1,08821	150,00	0,924833	781,332
11082,6	0,0197936	0,02	1,08791	150,00	0,937681	781,332
11079,8	0,0197935	0,02	1,08763	150,00	0,930539	781,332
11077,8	0,0197935	0,02	1,08744	150,00	0,922088	781,332
11074,5	0,0197935	0,02	1,08712	150,00	0,927180	781,332
11070,2	0,0197935	0,02	1,08669	150,00	0,932410	781,332
11064,6	0,0197935	0,02	1,08614	150,00	0,932951	781,332
11058,4	0,0197936	0,02	1,08553	150,00	0,933065	781,332
11052,0	0,0197936	0,02	1,08491	150,00	0,932691	781,332
11046,3	0,0197935	0,02	1,08435	150,00	0,941085	781,328
11039,9	0,0197936	0,02	1,08371	150,00	0,939381	781,328
11034,2	0,0197935	0,02	1,08315	150,00	0,928612	781,328
11029,2	0,0197935	0,03	1,08267	150,00	0,934314	781,328
11022,7	0,0197936	0,03	1,08202	150,00	0,943281	781,328
11016,8	0,0197935	0,03	1,08145	150,00	0,944644	781,328
11011,8	0,0197935	0,03	1,08099	150,00	0,927611	781,348
11006,5	0,0197935	0,03	1,08047	150,00	0,936786	781,348
11001,3	0,0197935	0,03	1,07995	150,00	0,953518	781,348
10995,9	0,0197935	0,03	1,07942	150,00	0,950639	781,348
10990,7	0,0197935	0,03	1,07892	150,00	0,939605	781,348
10984,7	0,0197935	0,03	1,07833	150,00	0,940878	781,348
10979,5	0,0197935	0,03	1,07782	150,00	0,950403	781,352
10974,3	0,0197935	0,03	1,07732	150,00	0,952107	781,352
10968,5	0,0197935	0,03	1,07674	150,00	0,942460	781,352
10963,7	0,0197935	0,03	1,07627	150,00	0,935159	781,352
10958,0	0,0197935	0,03	1,07571	150,00	0,943908	781,352
10953,3	0,0197934	0,03	1,07525	150,00	0,942484	781,352
10947,7	0,0197935	0,03	1,07466	150,00	0,934846	781,328
10942,8	0,0197934	0,03	1,07419	150,00	0,948080	781,328
10937,8	0,0197935	0,03	1,07370	150,00	0,940272	781,328
10931,8	0,0197935	0,04	1,07310	150,00	0,940264	781,328
10926,5	0,0197935	0,04	1,07259	150,00	0,926509	781,328
10921,1	0,0197935	0,04	1,07206	150,00	0,940882	781,328
10916,6	0,0197934	0,04	1,07164	150,00	0,947178	781,348
10911,5	0,0197935	0,04	1,07114	150,00	0,944506	781,348
10906,1	0,0197935	0,04	1,07061	150,00	0,937071	781,348
10900,5	0,0197935	0,04	1,07006	150,00	0,918033	781,348
10895,6	0,0197935	0,04	1,06958	150,00	0,937836	781,348
10891,5	0,0197934	0,04	1,06918	150,00	0,941541	781,348
10886,7	0,0197934	0,04	1,06872	150,00	0,930259	781,355
10881,6	0,0197935	0,04	1,06822	150,00	0,925232	781,355
10876,2	0,0197935	0,04	1,06768	150,00	0,939096	781,355
10871,1	0,0197935	0,04	1,06719	150,00	0,939588	781,355
10865,8	0,0197935	0,04	1,06667	150,00	0,928900	781,355
10861,0	0,0197935	0,04	1,06620	150,00	0,944534	781,355
10853,1	0,0197935	0,04	1,06542	150,00	0,943009	781,355
10841,8	0,0197935	0,04	1,06430	150,00	0,927733	781,355
10831,6	0,0197935	0,05	1,06331	150,00	0,940308	781,355
10821,8	0,0197934	0,05	1,06232	150,00	0,933130	781,336
10811,3	0,0197935	0,05	1,06129	150,00	0,929075	781,336
10801,6	0,0197935	0,05	1,06033	150,00	0,921946	781,336
10791,1	0,0197935	0,05	1,05930	150,00	0,933911	781,328
10780,9	0,0197935	0,05	1,05830	150,00	0,929693	781,328
10771,0	0,0197935	0,05	1,05732	150,00	0,939776	781,328
10760,8	0,0197935	0,05	1,05635	150,00	0,930592	781,355
10750,7	0,0197935	0,05	1,05537	150,00	0,930059	781,355
10740,6	0,0197935	0,06	1,05437	150,00	0,934834	781,355
10730,6	0,0197935	0,06	1,05336	150,00	0,936762	781,328
10720,8	0,0197934	0,06	1,05240	150,00	0,920128	781,328
10711,2	0,0197935	0,06	1,05146	150,00	0,932496	781,328
10701,4	0,0197934	0,06	1,05050	150,00	0,948642	781,336
10692,1	0,0197934	0,06	1,04959	150,00	0,961302	781,336
10682,9	0,0197934	0,06	1,04869	150,00	0,955669	781,336
10673,1	0,0197934	0,06	1,04772	150,00	0,965443	781,336
10663,7	0,0197934	0,06	1,04680	150,00	0,969835	781,336
10654,4	0,0197934	0,07	1,04589	150,00	0,966057	781,336
10644,2	0,0197935	0,07	1,04488	150,00	0,955230	781,336
10634,5	0,0197934	0,07	1,04394	150,00	0,954018	781,336
10625,0	0,0197934	0,07	1,04301	150,00	0,970783	781,336
10615,4	0,0197934	0,07	1,04206	150,00	0,962860	781,336
10605,7	0,0197935	0,07	1,04108	150,00	0,965097	781,316
10596,1	0,0197934	0,07	1,04014	150,00	0,957524	781,316
10586,5	0,0197934	0,07	1,03919	150,00	0,968399	781,316
10577,4	0,0197934	0,07	1,03830	150,00	0,949309	781,313
10568,0	0,0197934	0,08	1,03737	150,00	0,965357	781,313
10558,8	0,0197934	0,08	1,03647	150,00	0,950626	781,313
10550,0	0,0197934	0,08	1,03564	150,00	0,964767	781,336
10541,1	0,0197934	0,08	1,03477	150,00	0,964471	781,336
10531,5	0,0197934	0,08	1,03383	150,00	0,956987	781,336
10522,6	0,0197934	0,08	1,03292	150,00	0,963808	781,313
10513,0	0,0197934	0,08	1,03197	150,00	0,957805	781,313
10503,7	0,0197934	0,08	1,03107	150,00	0,966809	781,313
10494,9	0,0197934	0,08	1,03023	150,00	0,962901	781,332
10485,4	0,0197934	0,09	1,02929	150,00	0,958744	781,332
10476,3	0,0197934	0,09	1,02840	150,00	0,969209	781,332
10462,4	0,0197934	0,09	1,02701	150,00	0,923101	781,313
10444,6	0,0197934	0,09	1,02529	150,00	0,919644	781,332
10426,2	0,0197934	0,09	1,02348	150,00	0,918615	781,332
10408,8	0,0197934	0,09	1,02178	150,00	0,925781	781,332
10391,0	0,0197934	0,10	1,02007	150,00	0,934122	781,359
10373,2	0,0197934	0,10	1,01832	150,00	0,922397	781,359
10355,4	0,0197934	0,10	1,01655	150,00	0,933935	781,340
10337,6	0,0197934	0,10	1,01479	150,00	0,919449	781,336
10320,1	0,0197934	0,11	1,01308	150,00	0,939552	781,336
10302,6	0,0197934	0,11	1,01138	150,00	0,922930	781,355
10285,1	0,0197934	0,11	1,00966	150,00	0,931601	781,355
10267,3	0,0197934	0,11	1,00789	150,00	0,931938	781,336
10250,1	0,0197934	0,11	1,00622	150,00	0,934777	781,352
10232,9	0,0197934	0,12	1,00453	150,00	0,930486	781,352
10215,8	0,0197934	0,12	1,00288	150,00	0,941854	781,367
10198,7	0,0197934	0,12	1,00115	150,00	0,941280	781,332
10181,6	0,0197934	0,12	0,999475	150,00	0,933972	781,332
10164,8	0,0197934	0,12	0,997823	150,00	0,950842	781,332
10148,0	0,0197934	0,13	0,996174	150,00	0,928062	781,332
10130,7	0,0197934	0,13	0,994480	150,00	0,947112	781,332
10114,3	0,0197934	0,13	0,992868	150,00	0,940040	781,328
10098,0	0,0197934	0,13	0,991264	150,00	0,934924	781,332
10081,3	0,0197934	0,14	0,989630	150,00	0,934838	781,332
10064,5	0,0197934	0,14	0,987992	150,00	0,933260	781,344
10048,3	0,0197934	0,14	0,986437	150,00	0,922300	781,367
10031,6	0,0197934	0,14	0,984790	150,00	0,948991	781,367
10015,1	0,0197934	0,14	0,983120	150,00	0,934578	781,324
9998,63	0,0197934	0,15	0,981528	150,00	0,944127	781,344
9982,43	0,0197934	0,15	0,979939	150,00	0,931971	781,344
9966,01	0,0197934	0,15	0,978352	150,00	0,941549	781,363
9949,97	0,0197934	0,15	0,976777	150,00	0,926944	781,363
9934,37	0,0197934	0,16	0,975187	150,00	0,940939	781,316
9917,98	0,0197934	0,16	0,973631	150,00	0,919001	781,359
9902,11	0,0197934	0,16	0,972074	150,00	0,923865	781,359
9886,73	0,0197934	0,16	0,970564	150,00	0,927054	781,359
9870,72	0,0197934	0,16	0,968992	150,00	0,923145	781,359
9855,28	0,0197934	0,17	0,967476	150,00	0,925935	781,359
9839,77	0,0197933	0,17	0,965955	150,00	0,927001	781,359
9824,20	0,0197934	0,17	0,964421	150,00	0,921226	781,355
9808,45	0,0197934	0,17	0,962873	150,00	0,934358	781,355
9785,43	0,0197934	0,18	0,960596	150,00	0,925179	781,340
9754,05	0,0197934	0,18	0,957525	149,99	0,939833	781,348
9723,62	0,0197933	0,19	0,954514	150,00	0,925431	781,328
9693,33	0,0197933	0,19	0,951560	150,00	0,923267	781,344
9663,46	0,0197933	0,19	0,948628	150,00	0,928209	781,344
9633,58	0,0197933	0,20	0,945690	150,00	0,929828	781,340
9604,12	0,0197933	0,20	0,942798	149,99	0,928738	781,340
9574,69	0,0197933	0,21	0,939914	150,00	0,907276	781,344
9545,29	0,0197933	0,21	0,937037	150,00	0,901724	781,352
9516,22	0,0197933	0,22	0,934179	149,99	0,901102	781,348
9487,47	0,0197933	0,22	0,931333	149,99	0,945213	781,328
9459,14	0,0197933	0,22	0,928548	149,99	0,944493	781,324
9431,23	0,0197933	0,23	0,925809	149,99	0,932707	781,324
9403,32	0,0197933	0,23	0,923064	149,99	0,938702	781,320
9375,33	0,0197933	0,24	0,920339	149,99	0,923202	781,340
9347,67	0,0197933	0,24	0,917666	149,99	0,916764	781,375
9320,12	0,0197933	0,25	0,914938	149,99	0,922714	781,355
9292,84	0,0197933	0,25	0,912256	149,99	0,924154	781,352
9266,00	0,0197933	0,25	0,909607	149,99	0,918782	781,340
9238,75	0,0197933	0,26	0,906927	149,99	0,937819	781,336
9211,24	0,0197933	0,26	0,904223	149,99	0,947434	781,332
9184,63	0,0197933	0,27	0,901606	149,99	0,954051	781,328
9158,35	0,0197933	0,27	0,899032	149,99	0,963039	781,332
9132,34	0,0197933	0,28	0,896465	149,99	0,973398	781,320
9106,49	0,0197933	0,28	0,893963	149,99	0,935855	781,352
9080,83	0,0197933	0,29	0,891440	149,99	0,938080	781,348
9055,01	0,0197933	0,29	0,888887	149,99	0,952302	781,332
9029,40	0,0197933	0,29	0,886338	149,99	0,953709	781,301
9003,76	0,0197933	0,30	0,883812	149,99	0,946803	781,293
8978,39	0,0197933	0,30	0,881366	149,99	0,954132	781,332
8953,14	0,0197933	0,31	0,878879	149,99	0,956418	781,324
8928,13	0,0197933	0,31	0,876419	149,99	0,956694	781,320
8903,79	0,0197933	0,32	0,874026	149,99	0,960456	781,316
8879,25	0,0197933	0,32	0,871608	149,99	0,976224	781,309
8854,77	0,0197933	0,32	0,869266	149,99	0,918647	781,363
8830,53	0,0197933	0,33	0,866874	149,99	0,905930	781,352
8805,54	0,0197933	0,33	0,864398	149,99	0,917915	781,332
8781,53	0,0197933	0,34	0,862050	149,99	0,919985	781,340
8757,42	0,0197933	0,34	0,859700	149,99	0,911014	781,355
8733,85	0,0197933	0,35	0,857366	149,99	0,919127	781,336
8698,81	0,0197933	0,35	0,853926	150,00	0,933825	781,336
8652,25	0,0197933	0,36	0,849338	150,00	0,931755	781,320
8606,07	0,0197933	0,37	0,844797	150,00	0,928969	781,313
8560,46	0,0197933	0,38	0,840345	150,00	0,922617	781,336
8515,51	0,0197933	0,39	0,835920	150,00	0,935944	781,324
8470,87	0,0197933	0,40	0,831572	150,00	0,886868	781,355
8427,01	0,0197933	0,41	0,827208	150,00	0,960379	781,301
8383,54	0,0197932	0,41	0,822933	150,00	0,987958	781,293
8340,61	0,0197932	0,42	0,818707	150,00	0,992834	781,281
8297,92	0,0197932	0,43	0,814508	150,00	1,02018	781,273
8255,82	0,0197932	0,44	0,810380	150,00	0,987954	781,277
8214,17	0,0197932	0,45	0,806256	150,00	1,00264	781,242
8172,81	0,0197932	0,46	0,802228	150,00	1,00156	781,273
8131,93	0,0197932	0,47	0,798179	150,00	1,01120	781,238
8091,41	0,0197932	0,48	0,794250	150,00	0,974516	781,285
8050,78	0,0197932	0,48	0,790245	150,00	0,977953	781,270
8011,13	0,0197932	0,49	0,786366	150,00	0,985871	781,281
7972,40	0,0197932	0,50	0,782533	150,00	0,984879	781,250
7933,88	0,0197932	0,51	0,778779	150,00	0,989320	781,277
7895,51	0,0197932	0,52	0,775009	150,00	0,982805	781,273
7857,76	0,0197932	0,53	0,771292	150,00	0,984196	781,262
7819,95	0,0197932	0,54	0,767577	150,00	0,991480	781,258
7782,58	0,0197932	0,55	0,763917	150,00	0,950358	781,266
7745,18	0,0197932	0,55	0,760292	150,00	0,934676	781,313
7708,33	0,0197932	0,56	0,756610	150,00	0,983504	781,246
7672,04	0,0197932	0,57	0,753074	150,00	0,970376	781,273
7636,26	0,0197932	0,58	0,749540	150,00	0,986831	781,250
7601,15	0,0197932	0,59	0,746086	150,00	0,964820	781,242
7565,98	0,0197932	0,60	0,742661	150,00	0,964397	781,270
7531,67	0,0197932	0,61	0,739300	150,00	0,974963	781,277
7497,15	0,0197932	0,62	0,735901	150,00	0,969888	781,266
7462,56	0,0197932	0,62	0,732524	150,00	0,967293	781,285
7428,68	0,0197932	0,63	0,729187	150,00	0,965922	781,273
7395,33	0,0197932	0,64	0,725899	150,00	0,971624	781,258
7362,10	0,0197932	0,65	0,722649	150,00	0,966382	781,270
7329,36	0,0197932	0,66	0,719442	150,00	0,962575	781,277
7296,85	0,0197932	0,67	0,716244	150,00	0,962990	781,270
7264,65	0,0197932	0,68	0,713058	150,00	0,971267	781,242
7232,54	0,0197932	0,69	0,709970	150,00	0,914747	781,313
7200,32	0,0197932	0,69	0,706801	150,00	0,905259	781,305
7153,25	0,0197932	0,71	0,702109	150,00	0,998540	781,227
7091,50	0,0197932	0,72	0,696004	150,00	1,06230	781,176
7030,72	0,0197932	0,74	0,690076	150,00	1,01197	781,219
6970,72	0,0197932	0,76	0,684173	150,00	1,02100	781,203
6911,59	0,0197932	0,78	0,678377	150,00	1,04289	781,211
6853,83	0,0197932	0,79	0,672694	150,00	1,05413	781,195
6797,48	0,0197932	0,81	0,667191	150,00	0,997641	781,227
6741,47	0,0197932	0,83	0,661687	150,00	1,02247	781,219
6686,18	0,0197932	0,85	0,656277	150,00	1,02697	781,238
6631,94	0,0197932	0,86	0,650919	150,00	1,03172	781,199
6578,88	0,0197932	0,88	0,645699	150,00	1,02042	781,184
6526,28	0,0197931	0,90	0,640556	150,00	1,01807	781,207
6474,39	0,0197931	0,92	0,635467	150,00	0,966545	781,211
6423,69	0,0197931	0,93	0,630477	150,00	1,00469	781,195
6373,28	0,0197931	0,95	0,625551	150,00	1,01017	781,223
6323,91	0,0197931	0,97	0,620690	150,00	0,989893	781,203
6275,15	0,0197931	0,99	0,615902	150,01	0,971840	781,199
6227,51	0,0197931	1,00	0,611220	150,01	1,01253	781,191
6179,89	0,0197931	1,02	0,606546	150,01	0,955482	781,191
6133,37	0,0197931	1,04	0,601986	150,01	0,964556	781,199
6087,36	0,0197931	1,06	0,597491	150,01	0,955027	781,227
6041,73	0,0197931	1,07	0,593015	150,01	0,946872	781,230
5997,11	0,0197931	1,09	0,588618	150,01	0,945270	781,207
5953,13	0,0197931	1,11	0,584308	150,01	0,959069	781,215
5910,02	0,0197931	1,13	0,580120	150,01	0,870140	781,273
5866,98	0,0197931	1,14	0,575849	150,01	0,955503	781,211
5824,77	0,0197931	1,16	0,571667	150,01	1,02253	781,156
5782,74	0,0197931	1,18	0,567550	150,00	0,984899	781,168
5741,78	0,0197931	1,20	0,563541	150,01	0,984521	781,184
5701,24	0,0197931	1,21	0,559554	150,01	0,983114	781,172
5661,01	0,0197931	1,23	0,555611	150,00	1,00090	781,180
5621,45	0,0197931	1,25	0,551731	150,00	0,991492	781,184
5582,60	0,0197931	1,27	0,547910	150,00	0,997064	781,172
5543,99	0,0197931	1,28	0,544137	150,00	1,00454	781,195
5505,94	0,0197931	1,30	0,540395	150,00	1,02271	781,184
5468,54	0,0197931	1,32	0,536746	150,00	0,967244	781,215
5431,69	0,0197931	1,34	0,533094	150,00	1,00285	781,164
5394,93	0,0197931	1,35	0,529512	150,00	0,949052	781,203
5358,50	0,0197931	1,37	0,525915	150,01	0,999858	781,172
5322,87	0,0197931	1,39	0,522416	150,01	1,00896	781,168
5270,32	0,0197931	1,41	0,517274	150,00	0,948861	781,191
5201,28	0,0197931	1,45	0,510505	150,01	0,926554	781,203
5134,05	0,0197931	1,48	0,503892	150,00	0,973007	781,180
5068,64	0,0197931	1,52	0,497480	150,00	0,954177	781,191
5004,67	0,0197931	1,55	0,491208	150,00	0,930568	781,203
4941,98	0,0197931	1,59	0,485044	150,00	0,948353	781,184
4880,93	0,0197931	1,62	0,479047	150,00	0,959623	781,176
4821,19	0,0197931	1,66	0,473190	150,00	0,939576	781,187
4762,26	0,0197931	1,69	0,467403	150,00	0,955173	781,180
4705,32	0,0197931	1,73	0,461802	150,00	0,962738	781,160
4649,31	0,0197931	1,76	0,456328	150,00	0,962628	781,199
4594,29	0,0197931	1,80	0,450910	150,00	0,962051	781,168
4540,98	0,0197931	1,83	0,445691	150,00	0,951476	781,191
4488,42	0,0197931	1,87	0,440530	150,00	0,925883	781,187
4436,92	0,0197931	1,90	0,435473	150,00	0,935399	781,184
4386,46	0,0197931	1,94	0,430510	150,00	0,963966	781,164
4337,11	0,0197931	1,97	0,425685	150,00	0,941394	781,199
4288,64	0,0197931	2,01	0,420901	150,00	0,952936	781,148
4241,05	0,0197931	2,04	0,416232	150,00	0,957666	781,152
4194,73	0,0197931	2,08	0,411697	150,00	0,959257	781,172
4149,29	0,0197931	2,11	0,407231	150,00	0,956686	781,160
4104,52	0,0197931	2,15	0,402834	150,00	0,936835	781,152
4060,81	0,0197931	2,18	0,398548	150,00	0,937339	781,160
4017,59	0,0197931	2,22	0,394308	149,99	0,940914	781,164
3975,32	0,0197931	2,25	0,390161	149,99	0,929222	781,168
3934,08	0,0197931	2,29	0,386102	149,99	0,964271	781,145
3893,36	0,0197931	2,32	0,382113	150,00	0,941642	781,160
3853,54	0,0197930	2,36	0,378213	150,00	0,927928	781,176
3814,21	0,0197930	2,39	0,374345	150,00	0,923109	781,160
3775,87	0,0197930	2,43	0,370582	150,00	0,917968	781,160
3738,08	0,0197930	2,46	0,366871	150,00	0,916947	781,156
3701,01	0,0197930	2,50	0,363228	150,00	0,924654	781,145
3664,41	0,0197930	2,53	0,359645	150,00	0,933228	781,164
3628,66	0,0197930	2,57	0,356125	150,00	0,922519	781,141
3593,16	0,0197930	2,60	0,352622	150,01	0,990784	781,098
3558,36	0,0197930	2,64	0,349217	150,01	0,940849	781,121
3524,17	0,0197930	2,67	0,345857	150,01	0,946470	781,109
3490,49	0,0197930	2,71	0,342545	150,01	0,953668	781,094
3457,54	0,0197930	2,74	0,339315	150,00	0,925305	781,102
3424,89	0,0197930	2,78	0,336110	150,00	0,926041	781,102
3377,16	0,0197930	2,83	0,331428	149,99	0,954429	781,105
3315,60	0,0197930	2,90	0,325382	149,99	0,935058	781,094
3255,93	0,0197930	2,97	0,319526	149,99	0,940113	781,094
3197,84	0,0197930	3,04	0,313833	150,00	0,936396	781,113
3141,36	0,0197930	3,11	0,308281	150,00	0,935831	781,090
3086,86	0,0197930	3,18	0,302932	150,01	0,952412	781,090
3033,79	0,0197930	3,25	0,297725	150,00	0,959545	781,090
2982,32	0,0197930	3,32	0,292651	150,00	0,985875	781,031
2932,58	0,0197930	3,39	0,287781	150,00	0,989271	781,059
2884,25	0,0197930	3,46	0,283040	150,00	0,959936	781,066
2837,39	0,0197930	3,53	0,278441	150,00	0,937030	781,063
2791,56	0,0197930	3,60	0,273943	150,01	0,921262	781,063
2746,84	0,0197930	3,67	0,269562	150,00	0,915068	781,082
2703,65	0,0197930	3,74	0,265258	150,00	1,10872	780,891
2661,36	0,0197930	3,81	0,261125	150,00	1,02350	780,937
2620,27	0,0197930	3,88	0,257086	150,01	1,01153	780,918
2580,20	0,0197930	3,95	0,253164	150,00	0,994933	780,945
2541,12	0,0197930	4,02	0,249328	150,00	0,992464	780,941
2503,21	0,0197930	4,09	0,245613	150,00	0,967053	780,957
2466,19	0,0197930	4,16	0,241979	150,00	0,996246	780,949
2429,86	0,0197930	4,23	0,238413	150,00	0,979035	780,945
2394,54	0,0197930	4,30	0,234940	150,00	0,988295	780,922
2360,14	0,0197930	4,37	0,231569	150,00	0,994351	780,937
2326,62	0,0197930	4,44	0,228280	150,00	0,990081	780,934
2293,80	0,0197930	4,51	0,225058	150,00	0,965532	780,930
2261,73	0,0197930	4,58	0,221917	150,00	0,948658	780,945
2230,43	0,0197930	4,65	0,218849	150,00	0,976241	780,961
2199,76	0,0197930	4,72	0,215831	150,00	1,00765	780,930
2169,94	0,0197930	4,79	0,212916	150,00	0,977953	780,965
2141,01	0,0197930	4,86	0,210071	150,00	0,980763	780,941
2112,43	0,0197930	4,93	0,207261	150,00	1,01095	780,922
2084,72	0,0197930	5,00	0,204547	150,00	0,981011	780,941
2057,59	0,0197930	5,07	0,201884	150,00	0,955604	780,937
2030,97	0,0197930	5,14	0,199272	150,00	0,952526	780,934
2005,10	0,0197930	5,21	0,196735	150,00	0,973084	780,941
1979,80	0,0197930	5,28	0,194252	150,00	0,971364	780,934
1955,26	0,0197930	5,35	0,191845	150,01	0,940662	780,941
1930,69	0,0197930	5,42	0,189444	150,01	0,925138	780,977
1906,72	0,0197930	5,49	0,187082	150,00	0,945868	780,937
1883,44	0,0197930	5,56	0,184782	150,00	0,992435	780,871
1849,16	0,0197930	5,66	0,181417	150,00	0,996950	780,867
1805,03	0,0197930	5,80	0,177089	150,00	0,936123	780,871
1762,71	0,0197930	5,94	0,172928	149,99	0,915117	780,832
1721,30	0,0197930	6,08	0,168842	149,99	0,967976	780,719
1681,66	0,0197930	6,22	0,164947	150,00	0,978302	780,687
1643,84	0,0197930	6,36	0,161241	150,00	0,944144	780,707
1607,21	0,0197930	6,50	0,157633	149,99	1,02459	780,633
1572,32	0,0197930	6,64	0,154213	149,99	0,973007	780,645
1538,61	0,0197930	6,78	0,150905	149,99	0,973280	780,633
1506,04	0,0197930	6,92	0,147707	150,00	0,959631	780,613
1474,58	0,0197930	7,06	0,144624	149,99	0,930710	780,625
1444,22	0,0197930	7,20	0,141644	150,00	0,966817	780,613
1414,53	0,0197930	7,34	0,138732	150,01	0,969351	780,613
1386,23	0,0197930	7,48	0,135946	150,01	0,997141	780,551
1359,52	0,0197930	7,62	0,133328	150,00	0,919143	780,563
1333,17	0,0197930	7,76	0,130740	150,01	0,931255	780,539
1307,45	0,0197930	7,90	0,128222	150,01	0,933642	780,563
1282,24	0,0197930	8,04	0,125733	150,01	1,05799	780,461
1258,11	0,0197930	8,18	0,123363	150,00	1,08596	780,437
1234,74	0,0197930	8,32	0,121075	150,00	1,02084	780,457
1211,57	0,0197930	8,46	0,118805	150,00	0,940325	780,477
1189,33	0,0197930	8,60	0,116614	150,00	0,953266	780,406
1168,01	0,0197930	8,74	0,114528	150,00	0,945006	780,437
1146,83	0,0197930	8,88	0,112445	149,99	0,979303	780,398
1126,42	0,0197930	9,02	0,110446	150,00	0,954584	780,406
1106,86	0,0197930	9,16	0,108527	150,00	0,963165	780,398
1087,58	0,0197930	9,30	0,106641	150,00	0,941581	780,426
1068,95	0,0197930	9,44	0,104808	150,00	0,942683	780,387
1050,82	0,0197930	9,58	0,103026	150,00	0,931820	780,352
1033,24	0,0197930	9,72	0,101305	149,99	0,905129	780,367
1015,98	0,0197930	9,86	0,0996026	149,99	1,02520	780,289
999,067	0,0197930	10,00	0,0979427	150,00	1,06500	780,277
982,856	0,0197930	10,14	0,0963578	150,01	1,03350	780,313
967,092	0,0197930	10,28	0,0948090	150,00	1,01786	780,285
951,652	0,0197930	10,42	0,0932986	150,00	0,967366	780,313
936,774	0,0197930	10,55	0,0918373	150,00	0,942317	780,289
922,107	0,0197930	10,69	0,0903994	150,00	0,929653	780,289
907,531	0,0197930	10,83	0,0889672	150,01	0,951293	780,262
893,491	0,0197930	10,97	0,0875887	150,00	0,953937	780,242
879,843	0,0197930	11,11	0,0862529	150,01	0,909745	780,262
860,292	0,0197930	11,32	0,0843279	150,00	1,02265	780,184
835,022	0,0197930	11,60	0,0818554	150,00	0,940333	780,227
810,957	0,0197930	11,88	0,0794948	150,00	0,956255	780,211
788,194	0,0197930	12,16	0,0772498	150,00	1,03330	780,074
766,319	0,0197930	12,44	0,0751119	149,99	0,977977	780,137
745,064	0,0197930	12,72	0,0730223	150,00	1,00456	780,070
724,745	0,0197930	13,00	0,0710295	150,00	0,989979	780,055
705,596	0,0197930	13,28	0,0691545	150,00	0,909802	780,074
687,300	0,0197930	13,56	0,0673616	149,99	0,913112	780,078
669,505	0,0197930	13,84	0,0656057	150,00	1,05387	779,937
652,595	0,0197930	14,12	0,0639503	150,00	0,998707	779,957
636,367	0,0197930	14,40	0,0623600	149,99	1,00893	779,957
620,610	0,0197930	14,68	0,0608166	150,01	0,950765	779,965
605,632	0,0197930	14,96	0,0593468	150,00	0,923430	779,937
591,403	0,0197930	15,24	0,0579469	150,00	1,01022	779,863
577,450	0,0197930	15,52	0,0565778	150,00	0,999004	779,836
563,912	0,0197930	15,80	0,0552519	150,00	0,951623	779,844
550,824	0,0197930	16,08	0,0539660	150,01	0,966150	779,793
538,269	0,0197930	16,36	0,0527373	150,00	0,956877	779,813
526,148	0,0197930	16,64	0,0515464	150,01	0,952298	779,762
514,655	0,0197930	16,92	0,0504189	150,01	0,940589	779,738
503,531	0,0197930	17,20	0,0493264	150,00	0,994648	779,695
492,734	0,0197930	17,48	0,0482687	150,00	0,967956	779,695
481,913	0,0197930	17,76	0,0472028	150,00	1,07227	779,598
471,829	0,0197930	18,03	0,0462179	149,99	0,970811	779,645
462,074	0,0197930	18,31	0,0452612	150,00	0,930962	779,625
452,615	0,0197930	18,59	0,0443317	150,00	0,938958	779,574
443,481	0,0197930	18,87	0,0434286	150,00	1,00306	779,422
434,019	0,0197930	19,15	0,0425026	150,00	0,986095	779,434
425,877	0,0197930	19,43	0,0417066	150,00	0,928286	779,457
